"playerId","dstInt","dstFumlRec","dstSack","dstTd","dstSafety","dstPtsAllow","analyst","player","position","games","dstBlk","returnYds","dstRetTd","season"
100001,14,12,29,4,0,370,-1,"Falcons","DST",NA,NA,NA,NA,2015
100002,15,13,37,5,0,281,-1,"Ravens","DST",NA,NA,NA,NA,2015
100003,15,10,36,4,0,386,-1,"Bills","DST",NA,NA,NA,NA,2015
100004,14,14,41,4,1,361,-1,"Panthers","DST",NA,NA,NA,NA,2015
100005,11,8,40,4,0,394,-1,"Bears","DST",NA,NA,NA,NA,2015
100006,15,9,34,4,0,296,-1,"Bengals","DST",NA,NA,NA,NA,2015
100007,15,8,32,3,0,377,-1,"Browns","DST",NA,NA,NA,NA,2015
100008,12,14,33,4,0,325,-1,"Cowboys","DST",NA,NA,NA,NA,2015
100009,16,16,39,5,0,290,-1,"Broncos","DST",NA,NA,NA,NA,2015
100010,11,10,32,4,1,372,-1,"Lions","DST",NA,NA,NA,NA,2015
100011,15,10,34,4,1,341,-1,"Packers","DST",NA,NA,NA,NA,2015
100012,17,10,39,5,0,342,-1,"Titans","DST",NA,NA,NA,NA,2015
100013,17,11,36,5,0,305,-1,"Texans","DST",NA,NA,NA,NA,2015
100014,15,13,33,4,0,371,-1,"Colts","DST",NA,NA,NA,NA,2015
100015,15,11,38,4,0,391,-1,"Jaguars","DST",NA,NA,NA,NA,2015
100016,18,16,26,5,0,305,-1,"Chiefs","DST",NA,NA,NA,NA,2015
100018,17,16,27,5,0,357,-1,"Raiders","DST",NA,NA,NA,NA,2015
100019,17,11,30,5,0,376,-1,"Dolphins","DST",NA,NA,NA,NA,2015
100020,17,15,41,6,1,316,-1,"Vikings","DST",NA,NA,NA,NA,2015
100021,16,13,34,5,0,256,-1,"Patriots","DST",NA,NA,NA,NA,2015
100022,13,15,29,4,0,437,-1,"Saints","DST",NA,NA,NA,NA,2015
100023,16,13,30,5,0,301,-1,"Giants","DST",NA,NA,NA,NA,2015
100024,12,11,31,4,0,401,-1,"Jets","DST",NA,NA,NA,NA,2015
100025,16,16,34,5,0,351,-1,"Eagles","DST",NA,NA,NA,NA,2015
100026,15,15,44,5,0,316,-1,"Cardinals","DST",NA,NA,NA,NA,2015
100027,14,15,38,4,0,299,-1,"Steelers","DST",NA,NA,NA,NA,2015
100029,15,11,31,4,0,391,-1,"49ers","DST",NA,NA,NA,NA,2015
100030,14,12,40,4,0,274,-1,"Seahawks","DST",NA,NA,NA,NA,2015
100031,16,15,39,5,1,376,-1,"Buccaneers","DST",NA,NA,NA,NA,2015
100032,13,13,34,4,0,376,-1,"Redskins","DST",NA,NA,NA,NA,2015
100001,0,0,0,0,0,0,3,"Falcons","DST",NA,0,0,0,2015
100002,0,0,0,0,0,0,3,"Ravens","DST",NA,0,0,0,2015
100003,0,0,0,0,0,0,3,"Bills","DST",NA,0,0,0,2015
100004,0,0,0,0,0,0,3,"Panthers","DST",NA,0,0,0,2015
100005,0,0,0,0,0,0,3,"Bears","DST",NA,0,0,0,2015
100006,0,0,0,0,0,0,3,"Bengals","DST",NA,0,0,0,2015
100007,0,0,0,0,0,0,3,"Browns","DST",NA,0,0,0,2015
100008,0,0,0,0,0,0,3,"Cowboys","DST",NA,0,0,0,2015
100009,0,0,0,0,0,0,3,"Broncos","DST",NA,0,0,0,2015
100010,0,0,0,0,0,0,3,"Lions","DST",NA,0,0,0,2015
100011,0,0,0,0,0,0,3,"Packers","DST",NA,0,0,0,2015
100012,0,0,0,0,0,0,3,"Titans","DST",NA,0,0,0,2015
100013,0,0,0,0,0,0,3,"Texans","DST",NA,0,0,0,2015
100014,0,0,0,0,0,0,3,"Colts","DST",NA,0,0,0,2015
100015,0,0,0,0,0,0,3,"Jaguars","DST",NA,0,0,0,2015
100016,0,0,0,0,0,0,3,"Chiefs","DST",NA,0,0,0,2015
100018,0,0,0,0,0,0,3,"Raiders","DST",NA,0,0,0,2015
100019,0,0,0,0,0,0,3,"Dolphins","DST",NA,0,0,0,2015
100020,0,0,0,0,0,0,3,"Vikings","DST",NA,0,0,0,2015
100021,0,0,0,0,0,0,3,"Patriots","DST",NA,0,0,0,2015
100022,0,0,0,0,0,0,3,"Saints","DST",NA,0,0,0,2015
100023,0,0,0,0,0,0,3,"Giants","DST",NA,0,0,0,2015
100024,0,0,0,0,0,0,3,"Jets","DST",NA,0,0,0,2015
100025,0,0,0,0,0,0,3,"Eagles","DST",NA,0,0,0,2015
100026,0,0,0,0,0,0,3,"Cardinals","DST",NA,0,0,0,2015
100027,0,0,0,0,0,0,3,"Steelers","DST",NA,0,0,0,2015
100029,0,0,0,0,0,0,3,"49ers","DST",NA,0,0,0,2015
100030,0,0,0,0,0,0,3,"Seahawks","DST",NA,0,0,0,2015
100031,0,0,0,0,0,0,3,"Buccaneers","DST",NA,0,0,0,2015
100032,0,0,0,0,0,0,3,"Redskins","DST",NA,0,0,0,2015
100001,NA,NA,NA,NA,NA,NA,5,"Falcons","DST",NA,NA,NA,NA,2015
100002,NA,NA,NA,NA,NA,NA,5,"Ravens","DST",NA,NA,NA,NA,2015
100003,NA,NA,NA,NA,NA,NA,5,"Bills","DST",NA,NA,NA,NA,2015
100004,NA,NA,NA,NA,NA,NA,5,"Panthers","DST",NA,NA,NA,NA,2015
100005,NA,NA,NA,NA,NA,NA,5,"Bears","DST",NA,NA,NA,NA,2015
100006,NA,NA,NA,NA,NA,NA,5,"Bengals","DST",NA,NA,NA,NA,2015
100007,NA,NA,NA,NA,NA,NA,5,"Browns","DST",NA,NA,NA,NA,2015
100008,NA,NA,NA,NA,NA,NA,5,"Cowboys","DST",NA,NA,NA,NA,2015
100009,NA,NA,NA,NA,NA,NA,5,"Broncos","DST",NA,NA,NA,NA,2015
100010,NA,NA,NA,NA,NA,NA,5,"Lions","DST",NA,NA,NA,NA,2015
100011,NA,NA,NA,NA,NA,NA,5,"Packers","DST",NA,NA,NA,NA,2015
100012,NA,NA,NA,NA,NA,NA,5,"Titans","DST",NA,NA,NA,NA,2015
100013,NA,NA,NA,NA,NA,NA,5,"Texans","DST",NA,NA,NA,NA,2015
100014,NA,NA,NA,NA,NA,NA,5,"Colts","DST",NA,NA,NA,NA,2015
100015,NA,NA,NA,NA,NA,NA,5,"Jaguars","DST",NA,NA,NA,NA,2015
100016,NA,NA,NA,NA,NA,NA,5,"Chiefs","DST",NA,NA,NA,NA,2015
100018,NA,NA,NA,NA,NA,NA,5,"Raiders","DST",NA,NA,NA,NA,2015
100019,NA,NA,NA,NA,NA,NA,5,"Dolphins","DST",NA,NA,NA,NA,2015
100020,NA,NA,NA,NA,NA,NA,5,"Vikings","DST",NA,NA,NA,NA,2015
100021,NA,NA,NA,NA,NA,NA,5,"Patriots","DST",NA,NA,NA,NA,2015
100022,NA,NA,NA,NA,NA,NA,5,"Saints","DST",NA,NA,NA,NA,2015
100023,NA,NA,NA,NA,NA,NA,5,"Giants","DST",NA,NA,NA,NA,2015
100024,NA,NA,NA,NA,NA,NA,5,"Jets","DST",NA,NA,NA,NA,2015
100025,NA,NA,NA,NA,NA,NA,5,"Eagles","DST",NA,NA,NA,NA,2015
100026,NA,NA,NA,NA,NA,NA,5,"Cardinals","DST",NA,NA,NA,NA,2015
100027,NA,NA,NA,NA,NA,NA,5,"Steelers","DST",NA,NA,NA,NA,2015
100029,NA,NA,NA,NA,NA,NA,5,"49ers","DST",NA,NA,NA,NA,2015
100030,NA,NA,NA,NA,NA,NA,5,"Seahawks","DST",NA,NA,NA,NA,2015
100031,NA,NA,NA,NA,NA,NA,5,"Buccaneers","DST",NA,NA,NA,NA,2015
100032,NA,NA,NA,NA,NA,NA,5,"Redskins","DST",NA,NA,NA,NA,2015
100001,16,6,31,1,0,361,6,"Falcons","DST",NA,1,NA,0,2015
100002,17,6,38,1,1,340,6,"Ravens","DST",NA,1,NA,0,2015
100003,15,5,35,1,0,354,6,"Bills","DST",NA,0,NA,0,2015
100004,17,6,38,1,0,362,6,"Panthers","DST",NA,0,NA,0,2015
100005,11,6,37,0,0,398,6,"Bears","DST",NA,0,NA,0,2015
100006,18,5,36,1,0,364,6,"Bengals","DST",NA,0,NA,0,2015
100007,12,6,23,0,0,441,6,"Browns","DST",NA,0,NA,0,2015
100008,12,6,40,1,0,335,6,"Cowboys","DST",NA,0,NA,0,2015
100009,14,6,57,1,1,300,6,"Broncos","DST",NA,1,NA,0,2015
100010,12,6,44,0,0,393,6,"Lions","DST",NA,0,NA,0,2015
100011,16,6,41,1,0,333,6,"Packers","DST",NA,0,NA,0,2015
100012,14,5,41,1,0,352,6,"Titans","DST",NA,0,NA,0,2015
100013,12,6,42,1,0,326,6,"Texans","DST",NA,0,NA,0,2015
100014,13,5,35,1,0,377,6,"Colts","DST",NA,0,NA,0,2015
100015,10,6,32,0,0,415,6,"Jaguars","DST",NA,1,NA,0,2015
100016,22,5,36,1,0,334,6,"Chiefs","DST",NA,0,NA,0,2015
100018,17,6,44,1,1,328,6,"Raiders","DST",NA,0,NA,0,2015
100019,15,5,34,1,0,369,6,"Dolphins","DST",NA,0,NA,0,2015
100020,18,5,42,1,1,331,6,"Vikings","DST",NA,0,NA,0,2015
100021,15,5,49,1,1,312,6,"Patriots","DST",NA,1,NA,0,2015
100022,11,5,31,0,0,420,6,"Saints","DST",NA,0,NA,0,2015
100023,15,6,24,1,0,357,6,"Giants","DST",NA,1,NA,0,2015
100024,12,6,33,0,0,396,6,"Jets","DST",NA,0,NA,0,2015
100025,15,6,44,1,0,347,6,"Eagles","DST",NA,1,NA,0,2015
100026,17,5,32,1,0,369,6,"Cardinals","DST",NA,0,NA,0,2015
100027,14,6,40,1,1,365,6,"Steelers","DST",NA,0,NA,0,2015
100029,11,5,27,0,0,424,6,"49ers","DST",NA,0,NA,0,2015
100030,14,5,34,1,0,326,6,"Seahawks","DST",NA,1,NA,0,2015
100031,13,6,40,1,0,374,6,"Buccaneers","DST",NA,0,NA,0,2015
100032,14,5,42,1,0,363,6,"Redskins","DST",NA,0,NA,0,2015
100001,14,12,28,2,1,412,7,"Falcons","DST",NA,NA,NA,NA,2015
100002,13,9,47,2,0,326,7,"Ravens","DST",NA,NA,NA,NA,2015
100003,16,14,56,3,1,330,7,"Bills","DST",NA,NA,NA,NA,2015
100004,17,11,48,3,1,290,7,"Panthers","DST",NA,NA,NA,NA,2015
100005,17,10,34,3,1,450,7,"Bears","DST",NA,NA,NA,NA,2015
100006,17,9,34,4,1,311,7,"Bengals","DST",NA,NA,NA,NA,2015
100007,18,8,33,3,1,368,7,"Browns","DST",NA,NA,NA,NA,2015
100008,17,11,31,4,2,381,7,"Cowboys","DST",NA,NA,NA,NA,2015
100009,15,8,42,3,1,366,7,"Broncos","DST",NA,NA,NA,NA,2015
100010,18,7,38,4,1,325,7,"Lions","DST",NA,NA,NA,NA,2015
100011,15,12,42,2,1,375,7,"Packers","DST",NA,NA,NA,NA,2015
100012,12,10,38,2,2,397,7,"Titans","DST",NA,NA,NA,NA,2015
100013,14,10,39,4,1,360,7,"Texans","DST",NA,NA,NA,NA,2015
100014,14,13,40,2,1,334,7,"Colts","DST",NA,NA,NA,NA,2015
100015,9,12,39,3,1,408,7,"Jaguars","DST",NA,NA,NA,NA,2015
100016,13,11,45,2,1,292,7,"Chiefs","DST",NA,NA,NA,NA,2015
100018,9,9,31,2,0,435,7,"Raiders","DST",NA,NA,NA,NA,2015
100019,15,11,42,3,1,347,7,"Dolphins","DST",NA,NA,NA,NA,2015
100020,13,7,42,2,1,403,7,"Vikings","DST",NA,NA,NA,NA,2015
100021,17,9,43,2,1,319,7,"Patriots","DST",NA,NA,NA,NA,2015
100022,12,8,44,1,1,351,7,"Saints","DST",NA,NA,NA,NA,2015
100023,17,12,43,2,1,375,7,"Giants","DST",NA,NA,NA,NA,2015
100024,13,5,40,1,1,379,7,"Jets","DST",NA,NA,NA,NA,2015
100025,16,12,41,3,0,378,7,"Eagles","DST",NA,NA,NA,NA,2015
100026,17,9,40,4,1,308,7,"Cardinals","DST",NA,NA,NA,NA,2015
100027,11,10,34,3,0,366,7,"Steelers","DST",NA,NA,NA,NA,2015
100029,19,9,37,3,1,292,7,"49ers","DST",NA,NA,NA,NA,2015
100030,22,13,42,4,1,235,7,"Seahawks","DST",NA,NA,NA,NA,2015
100031,16,11,35,1,0,388,7,"Buccaneers","DST",NA,NA,NA,NA,2015
100032,14,9,36,3,1,433,7,"Redskins","DST",NA,NA,NA,NA,2015
100001,18,12,36,3,NA,NA,19,"Falcons","DST",NA,NA,NA,0,2015
100002,16,11,45,3,NA,NA,19,"Ravens","DST",NA,NA,NA,1,2015
100003,15,9,31,2,NA,NA,19,"Bills","DST",NA,NA,NA,1,2015
100004,12,14,39,2,NA,NA,19,"Panthers","DST",NA,NA,NA,2,2015
100005,20,14,35,3,NA,NA,19,"Bears","DST",NA,NA,NA,2,2015
100006,17,15,46,4,NA,NA,19,"Bengals","DST",NA,NA,NA,1,2015
100007,18,10,36,1,NA,NA,19,"Browns","DST",NA,NA,NA,1,2015
100008,17,11,39,2,NA,NA,19,"Cowboys","DST",NA,NA,NA,1,2015
100009,15,8,35,3,NA,NA,19,"Broncos","DST",NA,NA,NA,2,2015
100010,13,9,40,3,NA,NA,19,"Lions","DST",NA,NA,NA,0,2015
100011,20,8,41,4,NA,NA,19,"Packers","DST",NA,NA,NA,1,2015
100012,13,8,34,1,NA,NA,19,"Titans","DST",NA,NA,NA,2,2015
100013,21,14,48,3,NA,NA,19,"Texans","DST",NA,NA,NA,1,2015
100014,14,8,30,2,NA,NA,19,"Colts","DST",NA,NA,NA,1,2015
100015,14,9,28,1,NA,NA,19,"Jaguars","DST",NA,NA,NA,0,2015
100016,16,10,35,2,NA,NA,19,"Chiefs","DST",NA,NA,NA,0,2015
100018,12,10,21,1,NA,NA,19,"Raiders","DST",NA,NA,NA,1,2015
100019,15,9,44,1,NA,NA,19,"Dolphins","DST",NA,NA,NA,2,2015
100020,12,12,46,2,NA,NA,19,"Vikings","DST",NA,NA,NA,1,2015
100021,20,16,38,3,NA,NA,19,"Patriots","DST",NA,NA,NA,1,2015
100022,15,10,27,3,NA,NA,19,"Saints","DST",NA,NA,NA,0,2015
100023,16,10,35,1,NA,NA,19,"Giants","DST",NA,NA,NA,1,2015
100024,16,13,38,2,NA,NA,19,"Jets","DST",NA,NA,NA,2,2015
100025,12,11,38,1,NA,NA,19,"Eagles","DST",NA,NA,NA,1,2015
100026,16,9,34,2,NA,NA,19,"Cardinals","DST",NA,NA,NA,2,2015
100027,14,12,39,2,NA,NA,19,"Steelers","DST",NA,NA,NA,1,2015
100029,18,14,43,4,NA,NA,19,"49ers","DST",NA,NA,NA,1,2015
100030,19,14,39,4,NA,NA,19,"Seahawks","DST",NA,NA,NA,1,2015
100031,20,9,31,3,NA,NA,19,"Buccaneers","DST",NA,NA,NA,0,2015
100032,15,10,38,2,NA,NA,19,"Redskins","DST",NA,NA,NA,0,2015
100001,14,10,35,3,0,406,28,"Falcons","DST",16,NA,NA,NA,2015
100002,15,11,36,3,0,321,28,"Ravens","DST",16,NA,NA,NA,2015
100003,14,8,39,2,0,378,28,"Bills","DST",16,NA,NA,NA,2015
100004,17,12,40,3,1,402,28,"Panthers","DST",16,NA,NA,NA,2015
100005,9,7,36,2,1,399,28,"Bears","DST",16,NA,NA,NA,2015
100006,17,7,36,2,1,315,28,"Bengals","DST",16,NA,NA,NA,2015
100007,12,7,32,2,0,452,28,"Browns","DST",16,NA,NA,NA,2015
100008,11,11,35,2,0,306,28,"Cowboys","DST",16,NA,NA,NA,2015
100009,16,12,41,4,0,297,28,"Broncos","DST",16,NA,NA,NA,2015
100010,11,8,34,2,2,358,28,"Lions","DST",16,NA,NA,NA,2015
100011,15,8,36,2,0,388,28,"Packers","DST",16,NA,NA,NA,2015
100012,13,8,39,2,0,378,28,"Titans","DST",16,NA,NA,NA,2015
100013,15,12,44,3,1,328,28,"Texans","DST",16,NA,NA,NA,2015
100014,11,10,34,2,0,392,28,"Colts","DST",16,NA,NA,NA,2015
100015,13,10,38,3,0,400,28,"Jaguars","DST",16,NA,NA,NA,2015
100016,18,11,41,3,1,311,28,"Chiefs","DST",16,NA,NA,NA,2015
100018,15,11,35,3,0,385,28,"Raiders","DST",16,NA,NA,NA,2015
100019,15,9,34,3,0,380,28,"Dolphins","DST",16,NA,NA,NA,2015
100020,15,10,41,3,1,307,28,"Vikings","DST",16,NA,NA,NA,2015
100021,14,10,38,3,3,250,28,"Patriots","DST",16,NA,NA,NA,2015
100022,13,11,34,2,1,454,28,"Saints","DST",16,NA,NA,NA,2015
100023,17,11,43,4,0,284,28,"Giants","DST",16,NA,NA,NA,2015
100024,9,9,33,2,0,409,28,"Jets","DST",16,NA,NA,NA,2015
100025,15,11,38,3,1,331,28,"Eagles","DST",16,NA,NA,NA,2015
100026,17,12,44,4,2,362,28,"Cardinals","DST",16,NA,NA,NA,2015
100027,14,11,38,2,1,327,28,"Steelers","DST",16,NA,NA,NA,2015
100029,11,10,34,2,1,480,28,"49ers","DST",16,NA,NA,NA,2015
100030,14,10,43,3,1,292,28,"Seahawks","DST",16,NA,NA,NA,2015
100031,15,12,39,3,1,369,28,"Buccaneers","DST",16,NA,NA,NA,2015
100032,13,11,37,2,0,383,28,"Redskins","DST",16,NA,NA,NA,2015
100001,14,12,29,4,0,370,-1,"Falcons","DST",NA,NA,NA,NA,2016
100002,15,13,37,5,0,281,-1,"Ravens","DST",NA,NA,NA,NA,2016
100003,15,10,36,4,0,386,-1,"Bills","DST",NA,NA,NA,NA,2016
100004,14,14,41,4,1,361,-1,"Panthers","DST",NA,NA,NA,NA,2016
100005,11,8,40,4,0,394,-1,"Bears","DST",NA,NA,NA,NA,2016
100006,15,9,34,4,0,296,-1,"Bengals","DST",NA,NA,NA,NA,2016
100007,15,8,32,3,0,377,-1,"Browns","DST",NA,NA,NA,NA,2016
100008,12,14,33,4,0,325,-1,"Cowboys","DST",NA,NA,NA,NA,2016
100009,16,16,39,5,0,290,-1,"Broncos","DST",NA,NA,NA,NA,2016
100010,11,10,32,4,1,372,-1,"Lions","DST",NA,NA,NA,NA,2016
100011,15,10,34,4,1,341,-1,"Packers","DST",NA,NA,NA,NA,2016
100012,17,10,39,5,0,342,-1,"Titans","DST",NA,NA,NA,NA,2016
100013,17,11,36,5,0,305,-1,"Texans","DST",NA,NA,NA,NA,2016
100014,15,13,33,4,0,371,-1,"Colts","DST",NA,NA,NA,NA,2016
100015,15,11,38,4,0,391,-1,"Jaguars","DST",NA,NA,NA,NA,2016
100016,18,16,26,5,0,305,-1,"Chiefs","DST",NA,NA,NA,NA,2016
